Date,Value
2021/3/20,512236900.8
2021/3/21,388273949.2
2021/3/22,493777972.2
2021/3/23,818803864.3
2021/3/24,694554383.7
2021/3/25,930278334.3
2021/3/26,798490265.9
2021/3/27,654657557.8
2021/3/28,417333165
2021/3/29,354789416.1
2021/3/30,778905384.4
2021/3/31,505528990.8
2021/4/1,716750367.2
2021/4/2,384195844.2
2021/4/3,484719745.7
2021/4/4,350520423.4
2021/4/5,244447137.7
2021/4/6,401549573.2
2021/4/7,389087525.6
2021/4/8,756167636.1
2021/4/9,475807458.1
2021/4/10,407439694
2021/4/11,689236659.5
2021/4/12,315279095.9
2021/4/13,533381831
2021/4/14,932699539.7
2021/4/15,1004822806
2021/4/16,480649145.1
2021/4/17,905029645.8
2021/4/18,444839749
2021/4/19,1795641744
2021/4/20,829117286.5
2021/4/21,971129684.1
2021/4/22,629420904.8
2021/4/23,1187405699
2021/4/24,1413848471
2021/4/25,458274326.7
2021/4/26,576635611.2
2021/4/27,848207062.8
2021/4/28,509014490.5
2021/4/29,563311741.8
2021/4/30,579652972.7
2021/5/1,683907404.5
2021/5/2,337492054.7
2021/5/3,286521389
2021/5/4,571622385
2021/5/5,836868262.6
2021/5/6,775797222.6
2021/5/7,605987088.8
2021/5/8,622419281.4
2021/5/9,523002028.1
2021/5/10,534233808.4
2021/5/11,903456809
2021/5/12,546570032.5
2021/5/13,928999961.2
2021/5/14,1528100267
2021/5/15,573671658.7
2021/5/16,536658388.2
2021/5/17,795540649
2021/5/18,1365356635
2021/5/19,776420981.7
2021/5/20,3192479061
2021/5/21,1507671103
2021/5/22,1438210290
2021/5/23,666031627.8
2021/5/24,1106858419
2021/5/25,1032788865
2021/5/26,719154798.1
2021/5/27,676198904.2
2021/5/28,489470054.2
2021/5/29,694420431.2
2021/5/30,458364767.2
2021/5/31,329083645.8
2021/6/1,481997703.4
2021/6/2,465003628.5
2021/6/3,472220579.5
2021/6/4,439066611
2021/6/5,501492074.3
2021/6/6,437701949
2021/6/7,244244789.7
2021/6/8,468061636.3
2021/6/9,898174396.7
2021/6/10,839878615.1
2021/6/11,619830807.7
2021/6/12,418192315.6
2021/6/13,400987660
2021/6/14,496421300.4
2021/6/15,773480687.2
2021/6/16,563639731.4
2021/6/17,527484731.5
2021/6/18,473543196.1
2021/6/19,492347272.5
2021/6/20,344470416.4
2021/6/21,467990641
2021/6/22,881732120.9
2021/6/23,1181870045
2021/6/24,567894517.4
2021/6/25,346763748.6
2021/6/26,487441486.4
2021/6/27,383763274.7
2021/6/28,356498319.4
2021/6/29,355900532.5
2021/6/30,385135142.1
2021/7/1,406967841.5
2021/7/2,324116506
2021/7/3,217066486.5
2021/7/4,169572916.1
2021/7/5,130884160.1
2021/7/6,262649988.6
2021/7/7,258109070.3
2021/7/8,205349507.1
2021/7/9,358897369.4
2021/7/10,195359782.7
2021/7/11,179503025
2021/7/12,135783786.1
2021/7/13,192174937.9
2021/7/14,196978689.7
2021/7/15,250745295
2021/7/16,242886859.9
2021/7/17,223188595.1
2021/7/18,153024608.9
2021/7/19,119375610.1
2021/7/20,227653989.4
2021/7/21,334239343.1
2021/7/22,446695087.9
2021/7/23,205069638.9
2021/7/24,190920633.6
2021/7/25,149062681.6
2021/7/26,213671233.6
2021/7/27,985237333.7
2021/7/28,636929009.5
2021/7/29,648707028.1
2021/7/30,291830057.4
2021/7/31,484267642.4
2021/8/1,231216114.8
2021/8/2,273365143.7
2021/8/3,304362108.8
2021/8/4,357077322.3
2021/8/5,381430418.4
2021/8/6,589529887
2021/8/7,458571279.2
2021/8/8,577948603
2021/8/9,424351429
2021/8/10,673221003.8
2021/8/11,341739411.7
2021/8/12,357102154.9
2021/8/13,364203587.1
2021/8/14,413817979.4
2021/8/15,289525608
2021/8/16,238769871.1
2021/8/17,328414269.5
2021/8/18,391450533.2
2021/8/19,318619549.5
2021/8/20,334784600
2021/8/21,393922039.2
2021/8/22,293309782.2
2021/8/23,175696197
2021/8/24,347662893.8
2021/8/25,329218454.4
2021/8/26,308193605.4
2021/8/27,350695648.3
2021/8/28,314537378.7
2021/8/29,127683988.6
2021/8/30,185179756.3
2021/8/31,243698081.6
2021/9/1,261861261.7
2021/9/2,295404213.2
2021/9/3,333198224.2
2021/9/4,364637470.9
2021/9/5,190864422.7
2021/9/6,205763894.3
2021/9/7,345881388.7
2021/9/8,984208204.1
2021/9/9,440223166.1
2021/9/10,315266287.6
2021/9/11,348659557.7
2021/9/12,133023638.2
2021/9/13,137153005.2
2021/9/14,398357109.5
2021/9/15,260550303.6
2021/9/16,241115251.8
2021/9/17,265469578.4
2021/9/18,233662731
2021/9/19,171820050.2
2021/9/20,135623202.9
2021/9/21,605141090.3
2021/9/22,726831468.8
2021/9/23,355516149
2021/9/24,369977052.8
2021/9/25,594658890.5
2021/9/26,132297206.5
2021/9/27,231309916.7
2021/9/28,249740960.4
2021/9/29,275833680.2
2021/9/30,221224597.1
2021/10/1,360342502.3
2021/10/2,688291406.5
2021/10/3,184243787.8
2021/10/4,183312373.5
2021/10/5,370887916.3
2021/10/6,437607953.3
2021/10/7,869275029.9
2021/10/8,402001281.2
2021/10/9,375062388.4
2021/10/10,168430381.1
2021/10/11,294613549.8
2021/10/12,350997309.9
2021/10/13,516916488.1
2021/10/14,471270462.4
2021/10/15,339375043.3
2021/10/16,825023911.6
2021/10/17,263628462.5
2021/10/18,271015043
2021/10/19,753842251.7
2021/10/20,594456878.2
2021/10/21,650092516.5
2021/10/22,917892846
2021/10/23,529183068.8
2021/10/24,191872031.9
2021/10/25,228927561
2021/10/26,277562724.5
2021/10/27,379278445.2
2021/10/28,590784490.3
2021/10/29,692953330.3
2021/10/30,563700561.9
2021/10/31,226334070.9
2021/11/1,267709104.1
2021/11/2,412970758.8
2021/11/3,520838604.1
2021/11/4,424004759.4
2021/11/5,282279127.5
2021/11/6,261917194.4
2021/11/7,211867708.1
2021/11/8,216409013.2
2021/11/9,577118758.6
2021/11/10,466601853.5
